(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	Values[scaling].InitialValue
10	10	0	5e-06	0.4	2.82828e-06	-0.6063529999999999	0.00185007845	0.000870964	0.00434737	0.0110769	10	0.001
10	10	0	5e-06	0.4	2.82828e-06	-0.6058034	0.00190361498	0.000912011	0.00455459	0.0115908	10	0.001
10	10	0	5e-06	0.4	2.82828e-06	-0.6052266000000001	0.00195754894	0.000954993	0.0047718	0.0121284	10	0.001
10	10	0	5e-06	0.4	2.82828e-06	-0.6046226	0.00201178046	0.001	0.0049995	0.0126908	10	0.001

10	10	0	5e-06	0.4	2.96265e-06	-0.571141992	-0.0001309743	1e-05	4.93834e-05	0.000129705	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.5739412540000001	-0.00011935480000000001	1.04713e-05	5.17111e-05	0.000135816	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.576548199	-0.00010840479999999999	1.09648e-05	5.41485e-05	0.000142215	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.5789778120000001	-9.805500000000001e-05	1.14815e-05	5.67008e-05	0.000148915	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.581244076	-8.82438e-05	1.20226e-05	5.93734e-05	0.000155931	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.583359977	-7.89168e-05	1.25893e-05	6.2172e-05	0.000163277	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.585335496	-7.00222e-05	1.31826e-05	6.51026e-05	0.000170969	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.587182615	-6.151210000000001e-05	1.38038e-05	6.81713e-05	0.000179023	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.588911317	-5.33443e-05	1.44544e-05	7.13847e-05	0.000187457	10	0.001
10	10	0	5e-06	0.4	2.96265e-06	-0.5905285809999999	-4.5479099999999996e-05	1.51356e-05	7.47495e-05	0.000196287	10	0.001
