(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	Values[scaling].InitialValue
0	0	100	0.0001	0.4	7.85229e-06	0.0242856	1.43713e-05	0.0001	12.6888	0.0220341	10	0.001
0	0	100	0.0001	0.4	8.22535e-06	0.0242615	1.50451e-05	0.0001	12.1112	0.0220122	10	0.001
0	0	100	0.0001	0.4	8.61613e-06	0.0242363	1.57501e-05	0.0001	11.5599	0.0219893	10	0.001
0	0	100	0.0001	0.4	9.02548e-06	0.0242099	1.64875e-05	0.0001	11.0335	0.0219654	10	0.001
0	0	100	0.0001	0.4	9.45427e-06	0.0241823	1.7259e-05	0.0001	10.5311	0.0219404	10	0.001
0	0	100	0.0001	0.4	9.90344e-06	0.0241534	1.8066e-05	0.0001	10.0514	0.0219142	10	0.001
0	0	100	0.0001	0.4	1.03739e-05	0.0241232	1.891e-05	0.0001	9.5935	0.0218868	10	0.001
0	0	100	0.0001	0.4	1.08668e-05	0.0240917	1.97928e-05	0.0001	9.15636	0.0218582	10	0.001
0	0	100	0.0001	0.4	1.13831e-05	0.0240587	2.0716e-05	0.0001	8.73905	0.0218283	10	0.001
0	0	100	0.0001	0.4	1.19239e-05	0.0240242	2.16813e-05	0.0001	8.34068	0.021797	10	0.001
0	0	100	0.0001	0.4	1.24904e-05	0.0239881	2.26907e-05	0.0001	7.96038	0.0217642	10	0.001
0	0	100	0.0001	0.4	1.30838e-05	0.0239504	2.37461e-05	0.0001	7.59734	0.0217301	10	0.001
0	0	100	0.0001	0.4	1.37054e-05	0.023911	2.48494e-05	0.0001	7.25077	0.0216943	10	0.001
0	0	100	0.0001	0.4	1.43565e-05	0.0238699	2.60026e-05	0.0001	6.91992	0.021657	10	0.001
0	0	100	0.0001	0.4	1.50386e-05	0.0238269	2.72081e-05	0.0001	6.60408	0.021618	10	0.001
0	0	100	0.0001	0.4	1.57531e-05	0.0237819	2.84678e-05	0.0001	6.30258	0.0215772	10	0.001
0	0	100	0.0001	0.4	1.65015e-05	0.023735	2.97843e-05	0.0001	6.01476	0.0215346	10	0.001
0	0	100	0.0001	0.4	1.72855e-05	0.0236859	3.11597e-05	0.0001	5.74	0.0214901	10	0.001
0	0	100	0.0001	0.4	1.81067e-05	0.0236347	3.25967e-05	0.0001	5.47772	0.0214437	10	0.001
0	0	100	0.0001	0.4	1.89669e-05	0.0235813	3.40977e-05	0.0001	5.22733	0.0213951	10	0.001
0	0	100	0.0001	0.4	1.98681e-05	0.0235254	3.56654e-05	0.0001	4.98831	0.0213445	10	0.001
0	0	100	0.0001	0.4	2.0812e-05	0.0234671	3.73026e-05	0.0001	4.76015	0.0212916	10	0.001
0	0	100	0.0001	0.4	2.18007e-05	0.0234063	3.90119e-05	0.0001	4.54234	0.0212365	10	0.001
0	0	100	0.0001	0.4	2.28365e-05	0.0233429	4.07964e-05	0.0001	4.33441	0.0211789	10	0.001
0	0	100	0.0001	0.4	2.39214e-05	0.0232766	4.26589e-05	0.0001	4.13593	0.0211188	10	0.001
0	0	100	0.0001	0.4	2.50579e-05	0.0232076	4.46026e-05	0.0001	3.94647	0.0210562	10	0.001
0	0	100	0.0001	0.4	2.62484e-05	0.0231355	4.66307e-05	0.0001	3.76561	0.0209908	10	0.001
0	0	100	0.0001	0.4	2.74955e-05	0.0230604	4.87462e-05	0.0001	3.59296	0.0209227	10	0.001
0	0	100	0.0001	0.4	2.88017e-05	0.0229822	5.09526e-05	0.0001	3.42816	0.0208517	10	0.001
0	0	100	0.0001	0.4	3.01701e-05	0.0229006	5.32533e-05	0.0001	3.27084	0.0207777	10	0.001
0	0	100	0.0001	0.4	3.16035e-05	0.0228156	5.56517e-05	0.0001	3.12067	0.0207005	10	0.001
0	0	100	0.0001	0.4	3.31049e-05	0.022727	5.81513e-05	0.0001	2.97733	0.0206202	10	0.001
0	0	100	0.0001	0.4	3.46777e-05	0.0226348	6.07558e-05	0.0001	2.8405	0.0205366	10	0.001
0	0	100	0.0001	0.4	3.63252e-05	0.0225389	6.34687e-05	0.0001	2.7099	0.0204495	10	0.001
0	0	100	0.0001	0.4	3.8051e-05	0.022439	6.62939e-05	0.0001	2.58523	0.0203589	10	0.001
0	0	100	0.0001	0.4	3.98588e-05	0.0223351	6.92351e-05	0.0001	2.46623	0.0202647	10	0.001
0	0	100	0.0001	0.4	4.17525e-05	0.0222271	7.2296e-05	0.0001	2.35265	0.0201667	10	0.001
0	0	100	0.0001	0.4	4.37361e-05	0.0221147	7.54804e-05	0.0001	2.24424	0.0200648	10	0.001
0	0	100	0.0001	0.4	4.5814e-05	0.021998	7.87922e-05	0.0001	2.14076	0.0199589	10	0.001
0	0	100	0.0001	0.4	4.79906e-05	0.0218768	8.22352e-05	0.0001	2.04199	0.0198489	10	0.001
0	0	100	0.0001	0.4	5.02706e-05	0.0217509	8.58132e-05	0.0001	1.94773	0.0197347	10	0.001
0	0	100	0.0001	0.4	5.26589e-05	0.0216202	8.953e-05	0.0001	1.85776	0.0196162	10	0.001
0	0	100	0.0001	0.4	5.51607e-05	0.0214847	9.33892e-05	0.0001	1.77189	0.0194932	10	0.001
0	0	100	0.0001	0.4	5.77814e-05	0.0213441	9.73945e-05	0.0001	1.68993	0.0193657	10	0.001
0	0	100	0.0001	0.4	6.05266e-05	0.0211985	0.000101549	0.0001	1.61172	0.0192336	10	0.001
0	0	100	0.0001	0.4	6.34021e-05	0.0210476	0.000105857	0.0001	1.53707	0.0190967	10	0.001
0	0	100	0.0001	0.4	6.64143e-05	0.0208914	0.000110322	0.0001	1.46583	0.018955	10	0.001
0	0	100	0.0001	0.4	6.95696e-05	0.0207298	0.000114945	0.0001	1.39785	0.0188084	10	0.001
0	0	100	0.0001	0.4	7.28749e-05	0.0205628	0.000119731	0.0001	1.33298	0.0186569	10	0.001
0	0	100	0.0001	0.4	7.63371e-05	0.0203901	0.000124682	0.0001	1.27107	0.0185003	10	0.001
0	0	100	0.0001	0.4	7.99638e-05	0.0202119	0.000129801	0.0001	1.212	0.0183386	10	0.001
0	0	100	0.0001	0.4	8.37629e-05	0.020028	0.000135089	0.0001	1.15563	0.0181717	10	0.001
0	0	100	0.0001	0.4	8.77424e-05	0.0198383	0.000140547	0.0001	1.10184	0.0179997	10	0.001
0	0	100	0.0001	0.4	9.1911e-05	0.019643	0.000146179	0.0001	1.05052	0.0178225	10	0.001
0	0	100	0.0001	0.4	9.62776e-05	0.0194418	0.000151984	0.0001	1.00156	0.01764	10	0.001
0	0	100	0.0001	0.4	0.000100852	0.019235	0.000157963	0.0001	0.954849	0.0174524	10	0.001
0	0	100	0.0001	0.4	0.000105643	0.0190224	0.000164115	0.0001	0.910283	0.0172595	10	0.001
0	0	100	0.0001	0.4	0.000110662	0.0188041	0.000170441	0.0001	0.867767	0.0170615	10	0.001
0	0	100	0.0001	0.4	0.00011592	0.0185803	0.00017694	0.0001	0.82721	0.0168584	10	0.001
0	0	100	0.0001	0.4	0.000121427	0.0183509	0.000183608	0.0001	0.788522	0.0166503	10	0.001
0	0	100	0.0001	0.4	0.000127196	0.0181161	0.000190445	0.0001	0.751618	0.0164373	10	0.001
0	0	100	0.0001	0.4	0.000133239	0.017876	0.000197446	0.0001	0.716419	0.0162195	10	0.001
0	0	100	0.0001	0.4	0.000139569	0.0176307	0.000204609	0.0001	0.682847	0.015997	10	0.001
0	0	100	0.0001	0.4	0.0001462	0.0173805	0.000211928	0.0001	0.650828	0.0157701	10	0.001
0	0	100	0.0001	0.4	0.000153146	0.0171256	0.000219399	0.0001	0.620292	0.0155388	10	0.001
0	0	100	0.0001	0.4	0.000160422	0.0168661	0.000227014	0.0001	0.591172	0.0153034	10	0.001
0	0	100	0.0001	0.4	0.000168043	0.0166024	0.000234768	0.0001	0.563403	0.0150642	10	0.001
0	0	100	0.0001	0.4	0.000176027	0.0163346	0.000242653	0.0001	0.536924	0.0148213	10	0.001
0	0	100	0.0001	0.4	0.00018439	0.0160632	0.00025066	0.0001	0.511676	0.014575	10	0.001
0	0	100	0.0001	0.4	0.00019315	0.0157884	0.000258781	0.0001	0.487603	0.0143257	10	0.001
0	0	100	0.0001	0.4	0.000202326	0.0155105	0.000267005	0.0001	0.464652	0.0140737	10	0.001
0	0	100	0.0001	0.4	0.000211939	0.0152301	0.000275322	0.0001	0.442771	0.0138193	10	0.001
0	0	100	0.0001	0.4	0.000222008	0.0149473	0.00028372	0.0001	0.42191	0.0135627	10	0.001
0	0	100	0.0001	0.4	0.000232555	0.0146626	0.000292189	0.0001	0.402024	0.0133045	10	0.001
0	0	100	0.0001	0.4	0.000243604	0.0143765	0.000300716	0.0001	0.383067	0.013045	10	0.001
0	0	100	0.0001	0.4	0.000255177	0.0140894	0.000309287	0.0001	0.364997	0.0127845	10	0.001
0	0	100	0.0001	0.4	0.000267301	0.0138016	0.000317891	0.0001	0.347772	0.0125235	10	0.001
0	0	100	0.0001	0.4	0.00028	0.0135137	0.000326514	0.0001	0.331354	0.0122623	10	0.001
