(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	Values[scaling].InitialValue
0	0	100	1.09648e-07	0.4	0.000176027	0.0163654	0.000242969	0.0001	0.536865	0.0148492	10	0.001
0	0	100	1.09648e-07	0.4	0.00018439	0.0160944	0.000251	0.0001	0.511617	0.0146034	10	0.001
0	0	100	1.09648e-07	0.4	0.00019315	0.0158201	0.000259146	0.0001	0.487543	0.0143546	10	0.001
0	0	100	1.09648e-07	0.4	0.000202326	0.0155428	0.000267398	0.0001	0.46459	0.014103	10	0.001
0	0	100	1.09648e-07	0.4	0.000211939	0.0152628	0.000275743	0.0001	0.442708	0.0138489	10	0.001
0	0	100	1.09648e-07	0.4	0.000222008	0.0149804	0.000284172	0.0001	0.421847	0.0135928	10	0.001
0	0	100	1.09648e-07	0.4	0.000232555	0.0146962	0.000292673	0.0001	0.40196	0.013335	10	0.001
0	0	100	1.09648e-07	0.4	0.000243604	0.0144105	0.000301234	0.0001	0.383002	0.0130758	10	0.001
0	0	100	1.09648e-07	0.4	0.000255177	0.0141237	0.000309841	0.0001	0.364932	0.0128156	10	0.001
0	0	100	1.09648e-07	0.4	0.000267301	0.0138362	0.000318482	0.0001	0.347706	0.0125548	10	0.001
0	0	100	1.09648e-07	0.4	0.00028	0.0135486	0.000327144	0.0001	0.331287	0.0122939	10	0.001

0	0	100	1.20226e-07	0.4	2.7e-06	0.024623	4.98227e-06	0.0001	36.9901	0.0223402	10	0.001
0	0	100	1.20226e-07	0.4	2.82828e-06	0.0246146	5.21792e-06	0.0001	35.3103	0.0223325	10	0.001
0	0	100	1.20226e-07	0.4	2.96265e-06	0.0246058	5.46466e-06	0.0001	33.7067	0.0223245	10	0.001
0	0	100	1.20226e-07	0.4	3.1034e-06	0.0245966	5.72302e-06	0.0001	32.1758	0.0223162	10	0.001
0	0	100	1.20226e-07	0.4	3.25084e-06	0.0245869	5.99352e-06	0.0001	30.7144	0.0223074	10	0.001
0	0	100	1.20226e-07	0.4	3.40529e-06	0.0245768	6.27674e-06	0.0001	29.3192	0.0222983	10	0.001
0	0	100	1.20226e-07	0.4	3.56707e-06	0.0245662	6.57327e-06	0.0001	27.9873	0.0222887	10	0.001
0	0	100	1.20226e-07	0.4	3.73654e-06	0.0245551	6.88372e-06	0.0001	26.7159	0.0222786	10	0.001
0	0	100	1.20226e-07	0.4	3.91406e-06	0.0245435	7.20875e-06	0.0001	25.5021	0.0222681	10	0.001
0	0	100	1.20226e-07	0.4	4.10001e-06	0.0245314	7.54901e-06	0.0001	24.3434	0.0222571	10	0.001
0	0	100	1.20226e-07	0.4	4.2948e-06	0.0245187	7.90523e-06	0.0001	23.2372	0.0222456	10	0.001
0	0	100	1.20226e-07	0.4	4.49885e-06	0.0245054	8.27814e-06	0.0001	22.1812	0.0222335	10	0.001
0	0	100	1.20226e-07	0.4	4.71258e-06	0.0244915	8.6685e-06	0.0001	21.173	0.0222209	10	0.001
0	0	100	1.20226e-07	0.4	4.93648e-06	0.0244769	9.07713e-06	0.0001	20.2107	0.0222076	10	0.001
0	0	100	1.20226e-07	0.4	5.17101e-06	0.0244617	9.50485e-06	0.0001	19.2919	0.0221938	10	0.001
0	0	100	1.20226e-07	0.4	5.41668e-06	0.0244457	9.95256e-06	0.0001	18.4149	0.0221793	10	0.001
0	0	100	1.20226e-07	0.4	5.67402e-06	0.024429	1.04212e-05	0.0001	17.5776	0.0221642	10	0.001
0	0	100	1.20226e-07	0.4	5.94359e-06	0.0244115	1.09116e-05	0.0001	16.7783	0.0221483	10	0.001
0	0	100	1.20226e-07	0.4	6.22597e-06	0.0243932	1.14249e-05	0.0001	16.0152	0.0221317	10	0.001
