(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
0	0	100	1.09648e-07	0.4	1e-05	0.0793974	1.23218e-05	0.000239883	23.8368	0.072029	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0794599	1.17677e-05	0.000251189	24.9672	0.0720857	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0795196	1.12385e-05	0.000263027	26.1509	0.0721399	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0795767	1.07331e-05	0.000275423	27.3904	0.0721916	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0796311	1.02504e-05	0.000288403	28.6884	0.072241	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0796832	9.7894e-06	0.000301995	30.0475	0.0722883	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0797329	9.3491e-06	0.000316228	31.4706	0.0723334	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0797804	8.92859e-06	0.000331131	32.9609	0.0723764	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0798257	8.52698e-06	0.000346737	34.5214	0.0724176	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0798691	8.14342e-06	0.000363078	36.1554	0.0724569	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0799104	7.7771e-06	0.000380189	37.8665	0.0724944	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.07995	7.42725e-06	0.000398107	39.6582	0.0725303	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0799877	7.09313e-06	0.000416869	41.5343	0.0725645	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0800237	6.77403e-06	0.000436516	43.4989	0.0725972	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0800582	6.46928e-06	0.000457088	45.5561	0.0726284	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0800911	6.17823e-06	0.00047863	47.7102	0.0726583	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0801225	5.90027e-06	0.000501187	49.9658	0.0726867	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0801525	5.63481e-06	0.000524807	52.3278	0.072714	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0801811	5.38129e-06	0.000549541	54.8011	0.0727399	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0802085	5.13917e-06	0.00057544	57.3909	0.0727648	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0802346	4.90794e-06	0.00060256	60.1029	0.0727885	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0802596	4.68711e-06	0.000630957	62.9426	0.0728111	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0802834	4.47621e-06	0.000660693	65.9162	0.0728327	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0803062	4.2748e-06	0.000691831	69.0299	0.0728534	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0803279	4.08245e-06	0.000724436	72.2903	0.0728731	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0803487	3.89875e-06	0.000758578	75.7044	0.0728919	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0803685	3.72332e-06	0.000794328	79.2795	0.0729099	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0803874	3.55578e-06	0.000831764	83.023	0.0729271	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0804055	3.39577e-06	0.000870964	86.9429	0.0729435	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0804228	3.24297e-06	0.000912011	91.0476	0.0729592	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0804393	3.09704e-06	0.000954993	95.3458	0.0729742	10	10	0.001
0	0	100	1.09648e-07	0.4	1e-05	0.0804551	2.95767e-06	0.001	99.8465	0.0729885	10	10	0.001

0	0	100	1.20226e-07	0.4	1e-05	0.0513698	0.000267101	1e-05	0.901977	0.0466037	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0524483	0.000257055	1.04713e-05	0.947048	0.0475821	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0535029	0.000247249	1.09648e-05	0.994385	0.0485388	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0545325	0.000237695	1.14815e-05	1.0441	0.0494728	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0555362	0.000228398	1.20226e-05	1.09629	0.0503833	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0565132	0.000219365	1.25893e-05	1.15109	0.0512696	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.057463	0.000210599	1.31826e-05	1.20861	0.0521312	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0583851	0.000202103	1.38038e-05	1.26898	0.0529677	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0592793	0.000193879	1.44544e-05	1.33232	0.0537788	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0601455	0.000185924	1.51356e-05	1.39879	0.0545646	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0609836	0.000178239	1.58489e-05	1.46853	0.0553249	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0617939	0.000170821	1.65959e-05	1.54167	0.05606	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0625765	0.000163666	1.7378e-05	1.61839	0.0567699	10	10	0.001
0	0	100	1.20226e-07	0.4	1e-05	0.0633318	0.000156771	1.8197e-05	1.69885	0.057455	10	10	0.001
